2018-02-08 00:00:01 
2018-02-08 17:09:47 {"transaction_id":"91518080985097940585","price":1850}
2018-02-08 17:12:55 {"auth_code":"284994102525218340","bill_create_ip":"10.0.0.40","device_no":"8008171099228741","goods_desc":"\u4e5d\u53f7\u56fd\u9645\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"201802081712028008171099228741","total_fee":"12000","sign":"AF6E37C7EC02BE188AEAAD30553A19B3"}
2018-02-08 17:12:57 {"auth_code":"281970632139028844","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817130013","total_fee":"1200","sign":"718F2563AC38AECA5D47EA793C5531A4"}
2018-02-08 17:12:58 {"transaction_id":"91518081176173414841","price":12000}
2018-02-08 17:13:00 {"transaction_id":"91518081178373615139","price":1200}
2018-02-08 17:14:21 {"auth_code":"134615117939550609","bill_create_ip":"10.0.0.40","device_no":"8008171099228741","goods_desc":"\u4e5d\u53f7\u56fd\u9645\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"201802081713288008171099228741","total_fee":"5800","sign":"EB47D2EF6DE8AB30B57D70D786370D00"}
2018-02-08 17:14:24 {"transaction_id":"UD180208A01175300317142201435817","price":5800}
2018-02-08 17:16:19 {"auth_code":"134549813532718238","bill_create_ip":"192.168.0.100","device_no":"1000","goods_desc":"\u4f2f\u745e\u8c6a\u5ef7\u5047\u65e5\u9152\u5e97","nonce_str":"123456","pp_trade_no":"201802081712451000","total_fee":"30000","sign":"ACD239D0692FF1D9D74C1D23139E4CDE"}
2018-02-08 17:16:21 {"transaction_id":"4200000073201802089339561303","price":30000}
2018-02-08 17:16:38 {"auth_code":"288501472426783767","bill_create_ip":"10.0.0.40","device_no":"8008171099228741","goods_desc":"\u4e5d\u53f7\u56fd\u9645\u8d85\u5e02","nonce_str":"123456","pp_trade_no":"201802081715448008171099228741","total_fee":"3800","sign":"6D5F625F2CA7207A5235BA27B534991C"}
2018-02-08 17:16:40 {"transaction_id":"91518081398934632773","price":3800}
2018-02-08 17:17:48 {"auth_code":"134867564242670100","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817175113","total_fee":"2360","sign":"88709F401C50224E9C35891212796AE0"}
2018-02-08 17:17:51 {"transaction_id":"UD180208171749000000000013241579","price":2360}
2018-02-08 17:20:20 {"auth_code":"281843473542269507","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081720228008171100101937","total_fee":"500","sign":"E2FC479254D3C4258774C116E8C8D20F"}
2018-02-08 17:20:22 {"transaction_id":"91518081621463592395","price":500}
2018-02-08 17:21:15 {"auth_code":"134871926931652467","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817211711","total_fee":"3450","sign":"C2CA3E5903A906556B7EE4D85606D257"}
2018-02-08 17:21:18 {"transaction_id":"UD180208172116000000000013341358","price":3450}
2018-02-08 17:22:06 {"auth_code":"134644989465284565","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081722088008171100101937","total_fee":"1500","sign":"2093B238FE58D8AC8C886385D971E773"}
2018-02-08 17:22:09 {"transaction_id":"UD180208172207000000000013367480","price":1500}
2018-02-08 17:22:52 {"auth_code":"134673402659347103","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817225411","total_fee":"960","sign":"3A89EF91801BA861C30C6ABEC48DB1F5"}
2018-02-08 17:22:54 {"transaction_id":"UD180208172252000000000013387773","price":960}
2018-02-08 17:23:50 {"auth_code":"135092762549810779","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817235211","total_fee":"1210","sign":"E58DCCAA3DFE82D25B4F3D3C04CC944C"}
2018-02-08 17:23:53 {"transaction_id":"UD180208172351000000000013420240","price":1210}
2018-02-08 17:24:13 {"auth_code":"288092610978772296","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081724158008171100101937","total_fee":"800","sign":"6F5DBAA0714161F0FA9408D8EC4D4AA3"}
2018-02-08 17:24:16 {"transaction_id":"91518081854694917559","price":800}
2018-02-08 17:24:28 {"auth_code":"135358118337555885","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817243011","total_fee":"910","sign":"B48C094E1372974AA9D64C6C5EFCF59A"}
2018-02-08 17:24:31 {"transaction_id":"UD180208172429000000000013442118","price":910}
2018-02-08 17:24:31 {"auth_code":"134643596900918811","bill_create_ip":"192.168.1.190","device_no":"1112","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u5ba2\u623f","nonce_str":"123456","pp_trade_no":"201802081724321112","total_fee":"30000","sign":"F0BC8657982FE5D6F5C48C19E6FEC43D"}
2018-02-08 17:24:32 {"transaction_id":"4200000062201802089386045983","price":30000}
2018-02-08 17:25:21 {"auth_code":"134525479110683637","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817252311","total_fee":"1650","sign":"7F2D3775CF87342BACBD47B1C3076B43"}
2018-02-08 17:25:23 {"transaction_id":"UD180208172522000000000013463297","price":1650}
2018-02-08 17:25:30 {"auth_code":"135022936887820692","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081725328008171100101937","total_fee":"3500","sign":"5F86DB87DE9A41474803FF7CC2615932"}
2018-02-08 17:25:33 {"transaction_id":"UD180208172531000000000013464779","price":3500}
2018-02-08 17:25:42 {"auth_code":"134692916941969575","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081725448008171100101937","total_fee":"1650","sign":"1A8D6BAB94DA98A4FF8BFBA6027BC360"}
2018-02-08 17:25:45 {"transaction_id":"UD180208172543000000000013471764","price":1650}
2018-02-08 17:27:51 {"auth_code":"134605539152793923","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081727538008171100101937","total_fee":"3800","sign":"85E83DD0059E38CD8627C27BF99709C5"}
2018-02-08 17:27:52 {"auth_code":"134715032304333794","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817275511","total_fee":"540","sign":"A9DB03D4D73A62BEA35773EC9314739B"}
2018-02-08 17:27:54 {"transaction_id":"UD180208172752000000000013539549","price":3800}
2018-02-08 17:27:55 {"transaction_id":"UD180208172753000000000013537602","price":540}
2018-02-08 17:29:35 {"auth_code":"134594598562292959","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817293711","total_fee":"140","sign":"F169935EBAB6396BCEA2ECC57572F247"}
2018-02-08 17:29:37 {"transaction_id":"UD180208172936000000000013593248","price":140}
2018-02-08 17:29:53 {"auth_code":"134624081119013984","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817295611","total_fee":"470","sign":"7B561EE5028F1B09BE18B07361B2A459"}
2018-02-08 17:29:55 {"transaction_id":"UD180208172954000000000013598704","price":470}
2018-02-08 17:31:08 {"auth_code":"134735315542186491","bill_create_ip":"192.168.0.100","device_no":"1000","goods_desc":"\u4f2f\u745e\u8c6a\u5ef7\u5047\u65e5\u9152\u5e97","nonce_str":"123456","pp_trade_no":"201802081727351000","total_fee":"20000","sign":"1880D096FBC4FED06DE609B024EB87B6"}
2018-02-08 17:31:09 {"transaction_id":"4200000065201802089394779872","price":20000}
2018-02-08 17:32:37 {"auth_code":"134634757104462194","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802081732438008171099228744","total_fee":"11500","sign":"808FCB27697329149B2D1704DFB6E170"}
2018-02-08 17:32:40 {"transaction_id":"UD180208173238000000000013690448","price":11500}
2018-02-08 17:32:42 {"auth_code":"135211094155083968","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081732448008171100101937","total_fee":"14400","sign":"5EE14B66F82122E9F6EF6C0CE5943BAF"}
2018-02-08 17:32:45 {"transaction_id":"UD180208173243000000000013693208","price":14400}
2018-02-08 17:34:12 {"auth_code":"135255397249803416","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081734141282","total_fee":"2800","sign":"692CBFA1A5E58021960E6E355FB906FB"}
2018-02-08 17:34:15 {"transaction_id":"UD180208173413000000000013738211","price":2800}
2018-02-08 17:35:06 {"auth_code":"134738548934656692","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081735081282","total_fee":"1250","sign":"948D772A9502473AC06606465797289F"}
2018-02-08 17:35:09 {"transaction_id":"UD180208173507000000000013762323","price":1250}
2018-02-08 17:36:54 {"auth_code":"134515222613565038","bill_create_ip":"192.168.1.3","device_no":"1282","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u4e03\u5f69\u4e16\u754c\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081736561282","total_fee":"2800","sign":"A57B95EEB728D03ED7F7AD1D4820485E"}
2018-02-08 17:36:56 {"transaction_id":"UD180208173655000000000013817159","price":2800}
2018-02-08 17:37:05 {"auth_code":"134840284351260370","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817370813","total_fee":"6500","sign":"50F7F4417A6FAF39E2A9A08573D2F942"}
2018-02-08 17:37:08 {"transaction_id":"UD180208173706000000000013816922","price":6500}
2018-02-08 17:37:20 {"auth_code":"134638636095918776","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081737228008171100101937","total_fee":"900","sign":"CFE8D7E3271A2F8705B44D8BF1BE1893"}
2018-02-08 17:37:23 {"transaction_id":"UD180208173721000000000013824791","price":900}
2018-02-08 17:37:24 {"auth_code":"289109578036880214","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817372713","total_fee":"370","sign":"13D4E495C547DC5824D4B171A5D6AE9F"}
2018-02-08 17:37:26 {"transaction_id":"91518082644912235454","price":370}
2018-02-08 17:38:10 {"auth_code":"134769049667770962","bill_create_ip":"192.168.1.125","device_no":"8008171099228744","goods_desc":"\u7800\u5c71\u82b1\u56ed\u6e29\u6cc9\u9152\u5e97\u6d17\u6d74\u90e8","nonce_str":"123456","pp_trade_no":"201802081738168008171099228744","total_fee":"6000","sign":"1870E7EB18D507B3B8E637EFF492CBE5"}
2018-02-08 17:38:12 {"transaction_id":"UD180208173811000000000013852540","price":6000}
2018-02-08 17:38:49 {"auth_code":"135022700768334610","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817385111","total_fee":"1360","sign":"2162297DD389C77BC61F3F75B855E4E4"}
2018-02-08 17:38:51 {"transaction_id":"UD180208A01175300317385001518275","price":1360}
2018-02-08 17:38:57 {"auth_code":"289317488105771669","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817390013","total_fee":"2252","sign":"5BC994FD361AE8246C84EB4937D2AB23"}
2018-02-08 17:38:59 {"transaction_id":"91518082738569431233","price":2252}
2018-02-08 17:39:30 {"auth_code":"136284334042516116","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817393211","total_fee":"400","sign":"AEEA9268B016EA49D178BAE586D3EB49"}
2018-02-08 17:39:32 {"transaction_id":"UD180208173930000000000013893233","price":400}
2018-02-08 17:39:33 {"auth_code":"134746382418729305","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817393613","total_fee":"1450","sign":"7D797E2CF4D5FF5C689C1FA537C9AE1D"}
2018-02-08 17:39:35 {"transaction_id":"UD180208173933000000000013896146","price":1450}
2018-02-08 17:39:39 {"auth_code":"134618185195321880","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817394213","total_fee":"400","sign":"ABD80F63B50D2F228ACD63603C476573"}
2018-02-08 17:39:41 {"transaction_id":"UD180208173940000000000013901006","price":400}
2018-02-08 17:39:43 {"auth_code":"289705547142173299","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817394511","total_fee":"210","sign":"821003E9CB5F068F074F2C9FCB11AB47"}
2018-02-08 17:39:46 {"transaction_id":"91518082784271833093","price":210}
2018-02-08 17:40:45 {"auth_code":"134620744020070785","bill_create_ip":"192.168.1.100","device_no":"1057","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"201802081737141057","total_fee":"600","sign":"5E062EC6AA412E4163A1BE5F72100BDC"}
2018-02-08 17:40:48 {"transaction_id":"UD180208174046000000000013930303","price":600}
2018-02-08 17:40:57 {"auth_code":"285154274366136565","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817410013","total_fee":"630","sign":"1B74D5D8055E23A17689E50174B61DFB"}
2018-02-08 17:40:59 {"transaction_id":"91518082858435589271","price":630}
2018-02-08 17:41:10 {"auth_code":"136179499191642280","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081741118008171100101937","total_fee":"750","sign":"4AF9BB9FA6CC36FD33297DE9DC5618AF"}
2018-02-08 17:41:13 {"auth_code":"283975814950915078","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817411513","total_fee":"720","sign":"C296BA8988185FEF4FED1F7F2ACA2C5C"}
2018-02-08 17:41:13 {"transaction_id":"UD180208174110000000000013941417","price":750}
2018-02-08 17:41:15 {"transaction_id":"91518082873862046579","price":720}
2018-02-08 17:42:10 {"auth_code":"134778008036437216","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817421211","total_fee":"4330","sign":"C188DD689E4A8A7684B86E88828BB109"}
2018-02-08 17:42:12 {"transaction_id":"UD180208174211000000000013967935","price":4330}
2018-02-08 17:44:54 {"auth_code":"286160299037701019","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817445713","total_fee":"1560","sign":"2B6624FFEECABE6025EAE8AAAE9EBB4F"}
2018-02-08 17:44:57 {"transaction_id":"91518083095217453659","price":1560}
2018-02-08 17:45:03 {"auth_code":"134684803065912386","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081745058008171100101937","total_fee":"4600","sign":"614E30148612DA8ECE7D3F41E6FEF233"}
2018-02-08 17:45:05 {"transaction_id":"UD180208174504000000000014052957","price":4600}
2018-02-08 17:47:54 {"auth_code":"285951760040007521","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817475611","total_fee":"130","sign":"C1AE282FBAE5DD4894C42DEAA4DDE39D"}
2018-02-08 17:47:56 {"transaction_id":"91518083274779088894","price":130}
2018-02-08 17:48:20 {"auth_code":"284194786705295320","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817482211","total_fee":"530","sign":"A48F08F3E99CDC5FB763BC4CD3FA8878"}
2018-02-08 17:48:22 {"transaction_id":"91518083300845761330","price":530}
2018-02-08 17:49:06 {"auth_code":"134665105536206394","bill_create_ip":"10.0.0.9","device_no":"8008171099228748","goods_desc":"\u4e5d\u53f7\u56fd\u9645\u524d\u53f0","nonce_str":"123456","pp_trade_no":"201802081749018008171099228748","total_fee":"10000","sign":"5B07800436D2BCE1EA78FBE35C292EB8"}
2018-02-08 17:49:08 {"transaction_id":"UD180208174906000000000014176197","price":10000}
2018-02-08 17:49:56 {"auth_code":"134894879835272482","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817495811","total_fee":"1780","sign":"25A282BFE416260491D15ACD5EB4391B"}
2018-02-08 17:50:11 {"transaction_id":"20180208174956353536","price":1780}
2018-02-08 17:51:07 {"auth_code":"135303755884988183","bill_create_ip":"192.168.1.6","device_no":"11","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817510911","total_fee":"300","sign":"FD92AAE156E612986C9CA071247E5E1C"}
2018-02-08 17:51:09 {"transaction_id":"UD180208175107000000000014233159","price":300}
2018-02-08 17:51:16 {"auth_code":"135139361663197109","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817511913","total_fee":"3030","sign":"2BEBDE987F5C21FDB7CFEB29FA74D8A8"}
2018-02-08 17:51:19 {"transaction_id":"UD180208175117000000000014236263","price":3030}
2018-02-08 17:51:45 {"auth_code":"134569428948204459","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817514813","total_fee":"330","sign":"10C9B1AF65D7DFA9D712225BD1E24F32"}
2018-02-08 17:51:48 {"transaction_id":"UD180208175146000000000014251121","price":330}
2018-02-08 17:52:01 {"auth_code":"134936498221157391","bill_create_ip":"192.168.1.11","device_no":"13","goods_desc":"goods","nonce_str":"123456","pp_trade_no":"2018020817520413","total_fee":"440","sign":"5893276CDD085DA1C353D0A73C06BE27"}
2018-02-08 17:52:04 {"transaction_id":"UD180208175202000000000014256353","price":440}
2018-02-08 17:52:13 {"auth_code":"134559133508813731","bill_create_ip":"192.168.1.101","device_no":"8008171100101937","goods_desc":"\u91d1\u6ee1\u86cb\u7cd5\uff08\u8292\u7800\u5357\u8def\u5e97\uff09","nonce_str":"123456","pp_trade_no":"201802081752158008171100101937","total_fee":"3150","sign":"674B994D52A2FBA55FDEC5B1EEF6741C"}
